disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Inflammatory Dermatologic Failure 479,Inflammatory Dermatologic Failure 479 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Metabolic imbalance,2,0
Metabolic Dermatologic Failure 480,Metabolic Dermatologic Failure 480 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Neurological complications,1,3
Acute Hematologic Failure 481,Acute Hematologic Failure 481 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Organ dysfunction,0,2
Chronic Hematologic Failure 482,Chronic Hematologic Failure 482 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Secondary infection,2,1
Autoimmune Hematologic Failure 483,Autoimmune Hematologic Failure 483 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Inflammation complications,1,0
Idiopathic Hematologic Failure 484,Idiopathic Hematologic Failure 484 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,0,3
Primary Hematologic Failure 485,Primary Hematologic Failure 485 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,2,2
Secondary Hematologic Failure 486,Secondary Hematologic Failure 486 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,1,1
Progressive Hematologic Failure 487,Progressive Hematologic Failure 487 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,0,0
Congenital Hematologic Failure 488,Congenital Hematologic Failure 488 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,2,3
Inflammatory Hematologic Failure 489,Inflammatory Hematologic Failure 489 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,1,2
Metabolic Hematologic Failure 490,Metabolic Hematologic Failure 490 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,0,1
Acute Musculoskeletal Failure 491,Acute Musculoskeletal Failure 491 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,2,0
Chronic Musculoskeletal Failure 492,Chronic Musculoskeletal Failure 492 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,1,3
Autoimmune Musculoskeletal Failure 493,Autoimmune Musculoskeletal Failure 493 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,0,2
Idiopathic Musculoskeletal Failure 494,Idiopathic Musculoskeletal Failure 494 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,2,1
Primary Musculoskeletal Failure 495,Primary Musculoskeletal Failure 495 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,1,0
Secondary Musculoskeletal Failure 496,Secondary Musculoskeletal Failure 496 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,0,3
Progressive Musculoskeletal Failure 497,Progressive Musculoskeletal Failure 497 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,2,2
Congenital Musculoskeletal Failure 498,Congenital Musculoskeletal Failure 498 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,1,1
Inflammatory Musculoskeletal Failure 499,Inflammatory Musculoskeletal Failure 499 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Metabolic imbalance,0,0
Metabolic Musculoskeletal Failure 500,Metabolic Musculoskeletal Failure 500 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Neurological complications,2,3
Acute Respiratory Infection 501,Acute Respiratory Infection 501 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Organ dysfunction,1,2
Chronic Respiratory Infection 502,Chronic Respiratory Infection 502 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Secondary infection,0,1
Autoimmune Respiratory Infection 503,Autoimmune Respiratory Infection 503 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Inflammation complications,2,0
Idiopathic Respiratory Infection 504,Idiopathic Respiratory Infection 504 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Metabolic imbalance,1,3
Primary Respiratory Infection 505,Primary Respiratory Infection 505 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Neurological complications,0,2
Secondary Respiratory Infection 506,Secondary Respiratory Infection 506 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Organ dysfunction,2,1
Progressive Respiratory Infection 507,Progressive Respiratory Infection 507 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Secondary infection,1,0
Congenital Respiratory Infection 508,Congenital Respiratory Infection 508 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,0,3
Inflammatory Respiratory Infection 509,Inflammatory Respiratory Infection 509 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,2,2
Metabolic Respiratory Infection 510,Metabolic Respiratory Infection 510 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,1,1
Acute Cardiac Infection 511,Acute Cardiac Infection 511 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,0,0
