disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Heart attack,28,39,10,19,12,20,itching +  vomiting,"Chronic cholestasis, hepatitis A, Dimorphic hemmorhoids(piles)",7,7
Heart attack,28,6,10,19,12,20, skin_rash +  blister,"Impetigo, Bronchial Asthma",1,7
Varicose veins,11,12,8,30,33,28, muscle_weakness +  stiff_neck,"Arthritis, Hepatitis C, Jaundice",2,7
Varicose veins,11,12,8,30,33,28, joint_pain +  vomiting,"hepatitis A, Allergy, Arthritis",9,7
Varicose veins,10,7,36,43,32,23, burning_micturition +  bladder_discomfort,"Urinary tract infection, Acne, Hepatitis B",6,7
Varicose veins,11,7,36,43,32,23, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), hepatitis A, Pneumonia",6,7
Varicose veins,11,12,36,43,32,23, patches_in_throat +  high_fever,"AIDS, GERD, Peptic ulcer diseae",4,7
Varicose veins,11,12,8,43,32,23, muscle_weakness +  stiff_neck,"Arthritis, Migraine, Jaundice",6,7
Varicose veins,11,12,8,30,32,23, vomiting +  breathlessness,"Heart attack, Typhoid, Hypoglycemia",5,7
Varicose veins,11,12,8,30,33,23, headache +  chest_pain,"Hypertension , AIDS, Jaundice",2,7
Varicose veins,11,12,8,30,33,28,itching +  skin_rash,"Chicken pox, Dengue, Hypothyroidism",5,7
Varicose veins,11,12,8,30,33,23, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Chronic cholestasis, Common Cold",1,7
Hypothyroidism,11,45,12,27,20,8, cough +  high_fever,"Bronchial Asthma, Jaundice, AIDS",1,7
Hypothyroidism,11,45,12,27,20,8, skin_rash +  joint_pain,"Psoriasis, Jaundice, Hepatitis B",7,7
Hypothyroidism,30,10,31,24,8,24, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Typhoid, Malaria",4,7
Hypothyroidism,30,10,31,24,8,24, vomiting +  sunken_eyes,"Gastroenteritis, Hepatitis E, Varicose veins",4,7
Hypothyroidism,11,10,31,24,8,24, stomach_pain +  acidity,"GERD, Cervical spondylosis, Typhoid",8,7
Hypothyroidism,11,45,31,24,8,24, chills +  vomiting,"Typhoid, Hypertension , Hepatitis E",6,7
Hypothyroidism,11,45,12,24,8,24, joint_pain +  vomiting,"Hepatitis D, Psoriasis, Hepatitis E",1,7
Hypothyroidism,11,45,12,27,8,24, vomiting +  breathlessness,"Heart attack, Typhoid, Hypoglycemia",1,7
Hypothyroidism,11,45,12,27,20,24, skin_rash +  pus_filled_pimples,"Acne, Chronic cholestasis, Common Cold",3,7
Hypothyroidism,11,45,12,27,20,8, stomach_pain +  acidity,"GERD, Cervical spondylosis, Malaria",9,7
Hyperthyroidism,11,24,52,34,30,7, cramps +  bruising,"Varicose veins, Hepatitis C, Chronic cholestasis",6,7
Hyperthyroidism,11,24,52,34,30,7, chills +  fatigue,"Pneumonia, Alcoholic hepatitis, Common Cold",5,7
Hyperthyroidism,16,46,39,40,6,10, continuous_sneezing +  chills,"Common Cold, Typhoid, Bronchial Asthma",4,7
Hyperthyroidism,11,46,39,40,6,10, chills +  fatigue,"Typhoid, Acne, (vertigo) Paroymsal  Positional Vertigo",6,7
Hyperthyroidism,11,24,39,40,6,10, chills +  joint_pain,"Dengue, Pneumonia, Hepatitis D",6,7
Hyperthyroidism,11,24,52,40,6,10, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Gastroenteritis, Common Cold",0,7
Hyperthyroidism,11,24,52,34,6,10, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Arthritis, Gastroenteritis",4,7
Hyperthyroidism,11,24,52,34,30,10, skin_rash +  stomach_pain,"Drug Reaction, Diabetes , Hepatitis E",2,7
Hyperthyroidism,11,24,52,34,30,7,itching +  skin_rash,"Chicken pox, Jaundice, (vertigo) Paroymsal  Positional Vertigo",1,7
Hyperthyroidism,11,24,52,34,30,7, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hypothyroidism, Alcoholic hepatitis",6,7
Hypoglycemia,28,15,2,40,12,20,itching +  skin_rash,"Fungal infection, Diabetes , Allergy",2,7
Hypoglycemia,28,15,2,40,12,20, chills +  vomiting,"Typhoid, hepatitis A, Gastroenteritis",4,7
Hypoglycemia,28,15,2,40,12,20,itching +  vomiting,"Jaundice, Acne, Pneumonia",5,7
Hypoglycemia,11,2,45,18,24,1, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Alcoholic hepatitis, Cervical spondylosis",9,7
Hypoglycemia,28,2,45,18,24,1, fatigue +  weight_gain,"Hypothyroidism, Impetigo, Tuberculosis",0,7
Hypoglycemia,28,15,45,18,24,1, chills +  vomiting,"Typhoid, Bronchial Asthma, Acne",5,7
Hypoglycemia,28,15,2,18,24,1, acidity +  indigestion,"Migraine, Diabetes , Hepatitis C",7,7
Hypoglycemia,28,15,2,40,24,1, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Heart attack, Hyperthyroidism",7,7
Hypoglycemia,28,15,2,40,12,1,itching +  nodal_skin_eruptions,"Fungal infection, Chronic cholestasis, Hepatitis D",9,7
Hypoglycemia,28,15,2,40,12,20, muscle_wasting +  patches_in_throat,"AIDS, Drug Reaction, Pneumonia",6,7
Osteoarthristis,15,26,27,20,31,22, headache +  chest_pain,"Hypertension , Varicose veins, Dengue",2,7
Osteoarthristis,15,26,27,20,31,22, fatigue +  cramps,"Varicose veins, Hepatitis D",7,7
Osteoarthristis,19,21,25,41,25,20, fatigue +  cramps,"Varicose veins, Chronic cholestasis, Jaundice",6,7
Osteoarthristis,15,21,25,41,25,20, vomiting +  breathlessness,"Heart attack, Varicose veins, Peptic ulcer diseae",8,7
Osteoarthristis,15,26,25,41,25,20,itching +  skin_rash,"Drug Reaction, Peptic ulcer diseae, Urinary tract infection",1,7
Osteoarthristis,15,26,27,41,25,20, vomiting +  headache,"Paralysis (brain hemorrhage), Urinary tract infection, Arthritis",4,7
Osteoarthristis,15,26,27,20,25,20, fatigue +  cough,"Bronchial Asthma, Tuberculosis, Arthritis",7,7
Osteoarthristis,15,26,27,20,31,20,itching +  skin_rash,"Chicken pox, Gastroenteritis, Bronchial Asthma",5,7
Osteoarthristis,15,26,27,20,31,22, continuous_sneezing +  chills,"Common Cold, Drug Reaction, Typhoid",0,7
Osteoarthristis,15,26,27,20,31,22, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Cervical spondylosis, Gastroenteritis",0,7
Arthritis,18,36,46,28,25,20, muscle_wasting +  patches_in_throat,"AIDS, hepatitis A, Hypothyroidism",6,7
Arthritis,18,36,46,28,25,20, vomiting +  indigestion,"Peptic ulcer diseae, Psoriasis, Impetigo",1,7
Arthritis,25,40,32,31,12,20, vomiting +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Heart attack, Cervical spondylosis",9,7
Arthritis,18,40,32,31,12,20, joint_pain +  neck_pain,"Osteoarthristis, Hypoglycemia, Bronchial Asthma",0,7
Arthritis,18,36,32,31,12,20, skin_rash +  chills,"Dengue, Hepatitis E, Hepatitis C",6,7
Arthritis,18,36,46,31,12,20, fatigue +  weight_loss,"Diabetes , GERD, Urinary tract infection",7,7
Arthritis,18,36,46,28,25,20, fatigue +  mood_swings,"Hyperthyroidism, Diabetes , (vertigo) Paroymsal  Positional Vertigo",5,7
Arthritis,18,36,46,28,12,20,itching +  fatigue,"Hepatitis B, Hypothyroidism, Peptic ulcer diseae",4,7
Arthritis,18,36,46,28,25,20, joint_pain +  neck_pain,"Osteoarthristis, Hepatitis E, Tuberculosis",9,7
Arthritis,18,36,46,28,25,20, vomiting +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Hepatitis C, Gastroenteritis",1,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), (vertigo) Paroymsal  Positional Vertigo, hepatitis A",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, joint_pain +  vomiting,"Hepatitis E, Chronic cholestasis, Hypertension ",8,7
(vertigo) Paroymsal  Positional Vertigo,12,25,43,26,34,20,itching +  fatigue,"Hepatitis B, (vertigo) Paroymsal  Positional Vertigo, Arthritis",9,7
(vertigo) Paroymsal  Positional Vertigo,28,25,43,26,34,20, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Acne, Hepatitis E",1,7
(vertigo) Paroymsal  Positional Vertigo,28,17,43,26,34,20, fatigue +  cramps,"Varicose veins, Impetigo, hepatitis A",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,20, joint_pain +  vomiting,"Hepatitis D, Varicose veins, Typhoid",4,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,34,20, skin_rash +  joint_pain,"Psoriasis, Chicken pox, Pneumonia",3,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Migraine, Chicken pox",1,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, acidity +  headache,"Migraine, Paralysis (brain hemorrhage), Common Cold",0,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,20, muscle_wasting +  patches_in_throat,"AIDS, Dimorphic hemmorhoids(piles), Dengue",6,7
Acne,24,31,3,35,12,20, continuous_sneezing +  chills,"Allergy, Typhoid, Varicose veins",1,7
Acne,24,31,3,35,12,20, chills +  vomiting,"Typhoid, Acne, Psoriasis",4,7
Acne,22,3,40,19,12,20, high_fever +  blister,"Impetigo, Cervical spondylosis, Dimorphic hemmorhoids(piles)",5,7
Acne,24,3,40,19,12,20, weakness_in_limbs +  neck_pain,"Cervical spondylosis, Paralysis (brain hemorrhage), Allergy",0,7
Acne,24,31,40,19,12,20, skin_rash +  blister,"Impetigo, Hepatitis E",0,7
Acne,24,31,3,19,12,20, continuous_sneezing +  chills,"Common Cold, Drug Reaction, AIDS",0,7
Acne,24,31,3,35,12,20, skin_rash +  fatigue,"Chicken pox, Alcoholic hepatitis, Migraine",6,7
Acne,24,31,3,19,12,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hypothyroidism, Alcoholic hepatitis",1,7
Acne,24,31,40,19,12,20, vomiting +  breathlessness,"Heart attack, Chronic cholestasis, Tuberculosis",7,7
Acne,24,3,40,19,12,20, fatigue +  cramps,"Varicose veins, Fungal infection, Diabetes ",3,7
Urinary tract infection,4,4,22,7,12,20,itching +  skin_rash,"Chicken pox, Hypothyroidism, AIDS",4,7
Urinary tract infection,4,4,22,7,12,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Chronic cholestasis, Hepatitis E",5,7
Urinary tract infection,2,16,13,19,12,20, joint_pain +  vomiting,"Hepatitis E, hepatitis A, Hypertension ",1,7
Urinary tract infection,4,16,13,19,12,20, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Dengue, Hepatitis C",1,7
Urinary tract infection,4,4,13,19,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Common Cold, AIDS",4,7
Urinary tract infection,4,4,22,19,12,20, muscle_weakness +  swelling_joints,"Arthritis, Impetigo, (vertigo) Paroymsal  Positional Vertigo",7,7
Urinary tract infection,4,4,22,7,12,20,itching +  fatigue,"Hepatitis B, Varicose veins, Hypoglycemia",8,7
Urinary tract infection,4,4,13,19,12,20, yellowish_skin +  nausea,"Hepatitis C, (vertigo) Paroymsal  Positional Vertigo, Chicken pox",0,7
Urinary tract infection,2,16,13,19,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Acne, hepatitis A",1,7
Urinary tract infection,4,4,13,19,12,20, mood_swings +  weight_loss,"Hyperthyroidism, Impetigo, Pneumonia",7,7
Psoriasis,24,20,42,36,27,15, pain_during_bowel_movements +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), Alcoholic hepatitis, AIDS",3,7
Psoriasis,24,20,42,36,27,15, skin_rash +  chills,"Dengue, Hypertension , (vertigo) Paroymsal  Positional Vertigo",0,7
Psoriasis,15,34,41,37,15,20,itching +  yellowish_skin,"Chronic cholestasis, Paralysis (brain hemorrhage)",4,7
Psoriasis,24,34,41,37,15,20, stomach_pain +  acidity,"GERD, Urinary tract infection, Typhoid",1,7
Psoriasis,24,20,41,37,15,20, fatigue +  weight_gain,"Hypothyroidism, Bronchial Asthma",0,7
Psoriasis,24,20,42,37,15,20, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Acne, Hepatitis E",6,7
Psoriasis,24,20,42,36,15,20,itching +  fatigue,"Chicken pox, hepatitis A, Psoriasis",7,7
Psoriasis,24,20,42,36,27,20, stomach_pain +  acidity,"GERD, (vertigo) Paroymsal  Positional Vertigo, Hypoglycemia",9,7
Psoriasis,24,20,42,36,27,15, joint_pain +  vomiting,"Hepatitis E, Cervical spondylosis, AIDS",8,7
Psoriasis,24,20,42,36,27,15, fatigue +  cough,"Bronchial Asthma, hepatitis A, (vertigo) Paroymsal  Positional Vertigo",5,7
Impetigo,24,18,4,33,35,20, vomiting +  dehydration,"Gastroenteritis, Malaria, Urinary tract infection",4,7
Impetigo,24,18,4,33,35,20, vomiting +  headache,"Paralysis (brain hemorrhage), Hepatitis B, Jaundice",4,7
Impetigo,13,5,38,47,12,20, chills +  vomiting,"Malaria, Hepatitis E, Hepatitis D",0,7
Impetigo,24,5,38,47,12,20, muscle_weakness +  stiff_neck,"Arthritis, Hypothyroidism, Alcoholic hepatitis",6,7
Impetigo,24,5,38,47,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Cervical spondylosis, Varicose veins",6,7
Impetigo,24,18,38,47,12,20,itching +  fatigue,"Hepatitis B, Arthritis, Peptic ulcer diseae",3,7
Impetigo,24,18,4,47,12,20, muscle_weakness +  stiff_neck,"Arthritis, Malaria, Paralysis (brain hemorrhage)",5,7
Impetigo,24,18,4,33,12,20, chills +  vomiting,"Tuberculosis, Heart attack, Hepatitis C",6,7
Impetigo,24,18,4,33,35,20, muscle_weakness +  stiff_neck,"Arthritis, Gastroenteritis, Fungal infection",4,7
Impetigo,24,5,38,47,12,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Diabetes , Dengue",6,7
Fungal infection,33,35,35,11,12,20, acidity +  indigestion,"Migraine, Hypertension , Hypoglycemia",2,7
Fungal infection,24,27,18,19,12,20,itching +  skin_rash,"Chicken pox, Malaria, Allergy",2,7
Fungal infection,33,27,18,19,12,20, neck_pain +  knee_pain,"Osteoarthristis, Tuberculosis, Hepatitis B",0,7
Fungal infection,33,35,18,19,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Psoriasis, Hepatitis D",2,7
Fungal infection,33,35,35,19,12,20, skin_rash +  joint_pain,"Psoriasis, Paralysis (brain hemorrhage), Diabetes ",2,7
Fungal infection,24,27,18,19,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Typhoid, GERD",6,7
Fungal infection,33,27,18,19,12,20, fatigue +  mood_swings,"Hyperthyroidism, Hepatitis B, Jaundice",0,7
Fungal infection,33,35,18,19,12,20,itching +  vomiting,"Chronic cholestasis, Dimorphic hemmorhoids(piles), Migraine",0,7
Fungal infection,33,35,35,19,12,20, muscle_wasting +  patches_in_throat,"AIDS, Arthritis, Urinary tract infection",1,7
Fungal infection,33,35,35,11,12,20, stomach_pain +  acidity,"GERD, Migraine, Osteoarthristis",6,7
Allergy,8,33,11,45,12,20, joint_pain +  vomiting,"Hepatitis D, Migraine, Osteoarthristis",6,7
Allergy,23,9,50,19,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Hepatitis C, Cervical spondylosis",0,7
Allergy,8,9,50,19,12,20, continuous_sneezing +  shivering,"Allergy, Chronic cholestasis, Impetigo",0,7
Allergy,8,33,50,19,12,20, skin_rash +  high_fever,"Impetigo, GERD, Drug Reaction",3,7
Allergy,8,33,11,19,12,20, joint_pain +  vomiting,"hepatitis A, Hyperthyroidism, Dengue",5,7
Allergy,23,9,50,19,12,20, chills +  fatigue,"Pneumonia, GERD, Urinary tract infection",1,7
Allergy,8,9,50,19,12,20, fatigue +  cramps,"Varicose veins, Hypothyroidism, Chicken pox",0,7
Allergy,8,33,50,19,12,20,itching +  vomiting,"Chronic cholestasis, Migraine, Allergy",0,7
Allergy,8,33,11,19,12,20, chills +  vomiting,"Tuberculosis, Jaundice",5,7
Allergy,8,33,11,45,12,20, vomiting +  sunken_eyes,"Gastroenteritis, hepatitis A, Alcoholic hepatitis",5,7
GERD,26,1,48,44,4,3, fatigue +  weight_loss,"Diabetes , Acne, Chronic cholestasis",1,7
GERD,26,41,49,8,3,20, vomiting +  anxiety,"Hypoglycemia, (vertigo) Paroymsal  Positional Vertigo, Chicken pox",4,7
GERD,26,1,49,8,3,20, skin_rash +  high_fever,"Impetigo, Peptic ulcer diseae, hepatitis A",6,7
GERD,26,1,48,8,3,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Cervical spondylosis, Psoriasis",0,7
GERD,26,1,48,44,3,20, stomach_pain +  acidity,"GERD, Varicose veins, Hepatitis B",8,7
GERD,26,1,48,44,4,20,itching +  stomach_pain,"Drug Reaction, Hepatitis D, Varicose veins",4,7
GERD,0,41,49,8,3,20, continuous_sneezing +  chills,"Common Cold, Impetigo, hepatitis A",4,7
GERD,26,41,49,8,3,20, fatigue +  yellowish_skin,"Hepatitis C, Hepatitis B, Malaria",4,7
GERD,26,1,49,8,3,20, fatigue +  weight_loss,"Diabetes , Bronchial Asthma, Hyperthyroidism",4,7
GERD,26,1,48,8,3,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Dengue, Osteoarthristis",1,7
Chronic cholestasis,33,42,53,29,21,0, vomiting +  headache,"Paralysis (brain hemorrhage), Allergy",0,7
Chronic cholestasis,28,47,33,25,0,30, vomiting +  indigestion,"Peptic ulcer diseae, Paralysis (brain hemorrhage), Arthritis",8,7
Chronic cholestasis,33,47,33,25,0,30, joint_pain +  vomiting,"Hepatitis E, Hypoglycemia, Tuberculosis",4,7
Chronic cholestasis,33,42,33,25,0,30, chills +  vomiting,"Malaria, (vertigo) Paroymsal  Positional Vertigo, AIDS",1,7
Chronic cholestasis,33,42,53,25,0,30, fatigue +  mood_swings,"Hyperthyroidism, Drug Reaction, Heart attack",0,7
Chronic cholestasis,33,42,53,29,0,30, continuous_sneezing +  shivering,"Allergy, Alcoholic hepatitis, Diabetes ",7,7
Chronic cholestasis,33,42,53,29,21,30, vomiting +  headache,"Paralysis (brain hemorrhage), Jaundice, Hepatitis C",4,7
Chronic cholestasis,33,42,53,29,21,0,itching +  vomiting,"Chronic cholestasis, Pneumonia, Tuberculosis",4,7
Chronic cholestasis,33,42,53,29,21,0, vomiting +  indigestion,"Peptic ulcer diseae, Drug Reaction, GERD",2,7
Chronic cholestasis,33,42,53,29,21,0, vomiting +  breathlessness,"Heart attack, Cervical spondylosis, Urinary tract infection",5,7
Drug Reaction,33,35,44,5,28,20, shivering +  chills,"Allergy, Dimorphic hemmorhoids(piles), Hepatitis E",9,7
Drug Reaction,33,37,9,39,12,20, joint_pain +  vomiting,"Hepatitis D, Hypoglycemia, Varicose veins",8,7
Drug Reaction,33,35,9,39,12,20, vomiting +  indigestion,"Peptic ulcer diseae, (vertigo) Paroymsal  Positional Vertigo, Hepatitis D",1,7
Drug Reaction,33,35,44,39,12,20, joint_pain +  vomiting,"Hepatitis E, Varicose veins, Heart attack",4,7
Drug Reaction,33,35,44,5,12,20, muscle_weakness +  stiff_neck,"Arthritis, Hyperthyroidism, Hypertension ",4,7
Drug Reaction,24,37,9,39,12,20, fatigue +  mood_swings,"Hyperthyroidism, Psoriasis, Peptic ulcer diseae",2,7
Drug Reaction,33,37,9,39,12,20,itching +  vomiting,"Jaundice, Pneumonia, Common Cold",5,7
Drug Reaction,33,35,9,39,12,20, skin_rash +  joint_pain,"Psoriasis, Chicken pox, Impetigo",4,7
Drug Reaction,33,35,44,39,12,20, fatigue +  cramps,"Varicose veins, Fungal infection, Urinary tract infection",7,7
Drug Reaction,33,35,44,5,12,20, fatigue +  weight_loss,"Diabetes , Hypoglycemia, Impetigo",6,7
Peptic ulcer diseae,28,23,0,32,16,20, high_fever +  blister,"Impetigo, Jaundice, Paralysis (brain hemorrhage)",1,7
Peptic ulcer diseae,28,19,0,32,16,20, fatigue +  cough,"Bronchial Asthma, Hypertension , Acne",3,7
Peptic ulcer diseae,14,23,0,32,16,20, skin_rash +  joint_pain,"Psoriasis, Hyperthyroidism, Hepatitis E",8,7
Peptic ulcer diseae,28,23,0,32,16,20, fatigue +  mood_swings,"Hyperthyroidism, Dimorphic hemmorhoids(piles), Gastroenteritis",4,7
Peptic ulcer diseae,28,19,0,32,16,20, continuous_sneezing +  chills,"Allergy, Varicose veins, Gastroenteritis",8,7
Peptic ulcer diseae,28,19,29,32,16,20,itching +  vomiting,"Jaundice, Drug Reaction, Paralysis (brain hemorrhage)",0,7
Peptic ulcer diseae,28,19,29,0,16,20,itching +  vomiting,"Jaundice, Hypothyroidism, Allergy",6,7
Peptic ulcer diseae,28,19,29,0,26,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Chicken pox, Typhoid",1,7
Peptic ulcer diseae,28,19,29,0,26,16, joint_pain +  vomiting,"Hepatitis E, Urinary tract infection, Hepatitis C",5,7
Peptic ulcer diseae,28,19,29,0,26,16, cough +  high_fever,"Bronchial Asthma, Hepatitis B, Heart attack",5,7
AIDS,17,30,24,15,12,20, stomach_pain +  ulcers_on_tongue,"GERD, Arthritis",5,7
AIDS,21,18,20,19,12,20, fatigue +  cough,"Bronchial Asthma, Heart attack, Typhoid",4,7
AIDS,17,18,20,19,12,20, fatigue +  yellowish_skin,"Hepatitis C, Malaria, Peptic ulcer diseae",1,7
AIDS,17,30,20,19,12,20, skin_rash +  chills,"Dengue, Acne, Cervical spondylosis",4,7
AIDS,17,30,24,19,12,20, stomach_pain +  ulcers_on_tongue,"GERD, Pneumonia, Tuberculosis",7,7
AIDS,17,30,24,15,12,20, joint_pain +  neck_pain,"Osteoarthristis, Fungal infection, Hypertension ",7,7
AIDS,17,30,24,15,12,20, continuous_sneezing +  shivering,"Allergy, Cervical spondylosis, Chronic cholestasis",1,7
AIDS,21,18,20,19,12,20, fatigue +  weight_gain,"Hypothyroidism, Arthritis, Malaria",8,7
AIDS,17,18,20,19,12,20, shivering +  chills,"Allergy, Dimorphic hemmorhoids(piles), Hepatitis E",3,7
AIDS,17,30,24,19,12,20, acidity +  indigestion,"Migraine, GERD, (vertigo) Paroymsal  Positional Vertigo",0,7
Diabetes ,11,46,39,24,17,1, vomiting +  headache,"Paralysis (brain hemorrhage), Allergy, Jaundice",6,7
Diabetes ,11,46,39,24,17,1, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Paralysis (brain hemorrhage), Gastroenteritis",5,7
Diabetes ,31,32,28,21,1,21, back_pain +  weakness_in_limbs,"Cervical spondylosis, Hypoglycemia, Hypertension ",7,7
Diabetes ,11,32,28,21,1,21, continuous_sneezing +  fatigue,"Common Cold, Peptic ulcer diseae, Fungal infection",8,7
Diabetes ,11,46,28,21,1,21, skin_rash +  chills,"Dengue, Alcoholic hepatitis, Gastroenteritis",1,7
Diabetes ,11,46,39,21,1,21, chills +  vomiting,"Tuberculosis, Malaria, Chronic cholestasis",0,7
Diabetes ,11,46,39,24,1,21, chills +  vomiting,"Typhoid, Allergy, Bronchial Asthma",8,7
Diabetes ,11,46,39,24,17,21, fatigue +  mood_swings,"Hyperthyroidism, Hepatitis D, Urinary tract infection",4,7
Diabetes ,11,46,39,24,17,1, chills +  vomiting,"Malaria, Chronic cholestasis, Hypothyroidism",0,7
Diabetes ,11,46,39,24,17,1, bladder_discomfort +  foul_smell_of urine,"Urinary tract infection, Hypertension ",8,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Osteoarthristis",6,7
