disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, headache, nausea, fatigue +  cramps,"Varicose veins, GERD, Psoriasis",PCR confirmation
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance, headache, nausea,itching +  lethargy,"Hepatitis B, Fungal infection, Bronchial Asthma",Chest pain pattern
Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance, headache, nausea, acidity +  indigestion,"Migraine, Diabetes , Hepatitis E",Breathlessness
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance, headache, nausea, skin_rash +  chills,"Dengue, Malaria",Rash pattern
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Hypertension , Bronchial Asthma",Oxygen saturation
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, chills +  vomiting,"Tuberculosis, Jaundice, (vertigo) Paroymsal  Positional Vertigo",Rash pattern
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, headache, nausea, joint_pain +  vomiting,"hepatitis A, Allergy, Paralysis (brain hemorrhage)",CBC test
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance, headache, nausea, stomach_pain +  ulcers_on_tongue,"GERD, Dengue, Cervical spondylosis",Breathlessness
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, fatigue +  weight_loss,"Diabetes , Paralysis (brain hemorrhage), Hepatitis B",Platelet count
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, vomiting +  headache,"Paralysis (brain hemorrhage), GERD, Pneumonia",CBC test
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium, high_fever, headache, nausea, mood_swings +  weight_loss,"Hyperthyroidism, Arthritis, Malaria",Platelet count
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium, high_fever, headache, nausea,itching +  lethargy,"Hepatitis B, Peptic ulcer diseae, Tuberculosis",Rash pattern
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium, high_fever, headache, nausea, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Psoriasis, Chicken pox",Inflammatory markers
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, high_fever, headache, nausea, pus_filled_pimples +  blackheads,"Acne, Allergy, Jaundice",Platelet count
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, continuous_sneezing +  chills,"Common Cold, Bronchial Asthma, Drug Reaction",Symptom duration
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium, high_fever, headache, nausea, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hypoglycemia, Drug Reaction",Rash pattern
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium, high_fever, headache, nausea, continuous_sneezing +  chills,"Common Cold, Malaria, Chronic cholestasis",PCR confirmation
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium, high_fever, headache, nausea, chills +  vomiting,"Typhoid, Hypertension , Gastroenteritis",Breathlessness
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, burning_micturition +  foul_smell_of urine,"Urinary tract infection, Varicose veins, Acne",Breathlessness
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, chills +  fatigue,"Pneumonia, Allergy, Paralysis (brain hemorrhage)",Oxygen saturation
Jaundice, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, fatigue +  cramps,"Varicose veins, Hepatitis B, Paralysis (brain hemorrhage)",CBC test
Jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, skin_rash +  joint_pain,"Psoriasis, Paralysis (brain hemorrhage), hepatitis A",Travel history
Jaundice,itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine, fatigue +  yellowish_skin,"Hepatitis C, Alcoholic hepatitis, (vertigo) Paroymsal  Positional Vertigo",Inflammatory markers
Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine,itching +  vomiting,"Chronic cholestasis, Migraine, Arthritis",Oxygen saturation
Jaundice,itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine, vomiting +  abdominal_pain,"Alcoholic hepatitis, Dimorphic hemmorhoids(piles), Jaundice",Platelet count
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, dark_urine, continuous_sneezing +  shivering,"Allergy, Chicken pox, Heart attack",PCR confirmation
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, vomiting +  breathlessness,"Heart attack, Migraine, Acne",PCR confirmation
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, stomach_pain +  acidity,"GERD, Hepatitis B, Pneumonia",Platelet count
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, skin_rash +  high_fever,"Impetigo, Paralysis (brain hemorrhage), Psoriasis",Breathlessness
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, joint_pain +  neck_pain,"Osteoarthristis, Cervical spondylosis, GERD",Breathlessness
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, burning_micturition +  bladder_discomfort,"Urinary tract infection, Varicose veins, Peptic ulcer diseae",Inflammatory markers
Malaria, vomiting, high_fever, sweating, headache, nausea, diarrhoea, cough +  high_fever,"Bronchial Asthma, Hepatitis B, Heart attack",Rash pattern
Malaria, chills, high_fever, sweating, headache, nausea, diarrhoea, skin_rash +  skin_peeling,"Psoriasis, Typhoid, Tuberculosis",Oxygen saturation
Malaria, chills, vomiting, sweating, headache, nausea, diarrhoea, acidity +  indigestion,"Migraine, Osteoarthristis, Allergy",Rash pattern
Malaria, chills, vomiting, high_fever, headache, nausea, diarrhoea, fatigue +  weight_loss,"Diabetes , Osteoarthristis",Breathlessness
Malaria, chills, vomiting, high_fever, sweating, nausea, diarrhoea, skin_rash +  joint_pain,"Psoriasis, Bronchial Asthma, AIDS",Platelet count
Malaria, chills, vomiting, high_fever, sweating, headache, diarrhoea, high_fever +  blister,"Impetigo, Cervical spondylosis, Dimorphic hemmorhoids(piles)",CBC test
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, fatigue +  cramps,"Varicose veins, Peptic ulcer diseae, Malaria",Travel history
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, burning_micturition +  bladder_discomfort,"Urinary tract infection, Chronic cholestasis, Hepatitis E",Oxygen saturation
Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Alcoholic hepatitis, Cervical spondylosis",Platelet count
Chicken pox,itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, vomiting +  yellowish_skin,"Alcoholic hepatitis, Diabetes , Chicken pox",Oxygen saturation
Chicken pox,itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, fatigue +  cough,"Bronchial Asthma, AIDS, Osteoarthristis",Chest pain pattern
Chicken pox,itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, chills +  vomiting,"Tuberculosis, Hepatitis C, Chronic cholestasis",Travel history
Chicken pox,itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, patches_in_throat +  high_fever,"AIDS, Typhoid, Pneumonia",Chest pain pattern
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, joint_pain +  neck_pain,"Osteoarthristis, (vertigo) Paroymsal  Positional Vertigo, Gastroenteritis",Breathlessness
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, joint_pain +  fatigue,"Hepatitis D, Hypertension , Cervical spondylosis",Symptom duration
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, chills +  vomiting,"Malaria, Heart attack, Pneumonia",Rash pattern
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, skin_rash +  joint_pain,"Psoriasis, Pneumonia, Acne",PCR confirmation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, fatigue +  weight_loss,"Diabetes , AIDS, Gastroenteritis",Breathlessness
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, fatigue +  mood_swings,"Hyperthyroidism, Varicose veins, Chronic cholestasis",PCR confirmation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, vomiting +  fatigue,"Hypoglycemia, Hepatitis C, Hyperthyroidism",CBC test
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, continuous_sneezing +  chills,"Common Cold, Gastroenteritis, Typhoid",Platelet count
Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, fatigue +  cramps,"Varicose veins, Peptic ulcer diseae, Diabetes ",Platelet count
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, skin_rash +  joint_pain,"Psoriasis, Peptic ulcer diseae, Gastroenteritis",Rash pattern
Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, vomiting +  headache,"Paralysis (brain hemorrhage), Varicose veins, Bronchial Asthma",Oxygen saturation
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache,itching +  vomiting,"Jaundice, Urinary tract infection, Malaria",CBC test
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache, vomiting +  yellowish_skin,"Alcoholic hepatitis, Paralysis (brain hemorrhage), Fungal infection",Platelet count
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, headache, skin_rash +  pus_filled_pimples,"Acne, Heart attack, Varicose veins",Inflammatory markers
Typhoid, chills, vomiting, fatigue, high_fever, nausea, constipation, chills +  fatigue,"Pneumonia, GERD, Jaundice",Oxygen saturation
Typhoid, chills, vomiting, fatigue, high_fever, headache, constipation, continuous_sneezing +  chills,"Common Cold, Drug Reaction, AIDS",Breathlessness
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, vomiting +  dehydration,"Gastroenteritis, Typhoid, Chicken pox",Rash pattern
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, muscle_weakness +  swelling_joints,"Arthritis, Hepatitis E",Breathlessness
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, muscle_weakness +  stiff_neck,"Arthritis, Bronchial Asthma, Dimorphic hemmorhoids(piles)",Platelet count
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, chills +  vomiting,"Tuberculosis, Heart attack, Hepatitis B",PCR confirmation
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, fatigue +  cramps,"Varicose veins, Heart attack, Alcoholic hepatitis",PCR confirmation
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, vomiting +  fatigue,"Hypoglycemia, AIDS, Malaria",Oxygen saturation
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, chills +  vomiting,"Typhoid, Hyperthyroidism, Hepatitis D",Oxygen saturation
Typhoid, chills, fatigue, high_fever, headache, nausea, constipation, vomiting +  headache,"Paralysis (brain hemorrhage), Drug Reaction, Hepatitis B",Breathlessness
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, acidity +  ulcers_on_tongue,"GERD, Hypoglycemia, Osteoarthristis",PCR confirmation
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, joint_pain +  vomiting,"Hepatitis D, Malaria, Drug Reaction",Platelet count
hepatitis A, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, chills +  vomiting,"Malaria, Bronchial Asthma, Osteoarthristis",PCR confirmation
hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, fatigue +  yellowish_skin,"Hepatitis C, Fungal infection, Drug Reaction",CBC test
hepatitis A, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite, abdominal_pain, joint_pain +  vomiting,"hepatitis A, Fungal infection, Hepatitis D",Travel history
hepatitis A, joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, joint_pain +  vomiting,"Hepatitis E, Psoriasis",Rash pattern
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Gastroenteritis, Drug Reaction",Breathlessness
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, continuous_sneezing +  chills,"Common Cold, Chicken pox, AIDS",Breathlessness
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite,itching +  skin_rash,"Chicken pox, hepatitis A, Dengue",Breathlessness
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, fatigue +  cough,"Bronchial Asthma, Pneumonia, Hepatitis D",CBC test
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, skin_rash +  high_fever,"Impetigo, Hepatitis D, Typhoid",Rash pattern
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, continuous_sneezing +  shivering,"Allergy, Hepatitis D, hepatitis A",Oxygen saturation
Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, muscle_weakness +  stiff_neck,"Arthritis, AIDS, Varicose veins",PCR confirmation
Hepatitis B,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain,itching +  skin_rash,"Chicken pox, Hepatitis D, Arthritis",Platelet count
Hepatitis B,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, vomiting +  headache,"Paralysis (brain hemorrhage), Hepatitis B, GERD",Travel history
Hepatitis B,itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, skin_rash +  joint_pain,"Psoriasis, Paralysis (brain hemorrhage), Chronic cholestasis",Rash pattern
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, fatigue +  weight_loss,"Diabetes , Acne",Oxygen saturation
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain, vomiting +  sunken_eyes,"Gastroenteritis, AIDS, hepatitis A",Inflammatory markers
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, vomiting +  loss_of_appetite,"Peptic ulcer diseae, Hyperthyroidism, Dimorphic hemmorhoids(piles)",Inflammatory markers
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, chills +  vomiting,"Malaria, Hepatitis D, Impetigo",Oxygen saturation
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history, nausea, chills +  fatigue,"Pneumonia, Typhoid, Jaundice",Rash pattern
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,itching +  vomiting,"Jaundice, Hypertension , Hypothyroidism",CBC test
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, nausea, fatigue +  bruising,"Varicose veins, Urinary tract infection, Fungal infection",Inflammatory markers
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history, nausea,itching +  skin_rash,"Chicken pox, (vertigo) Paroymsal  Positional Vertigo, Hepatitis B",Platelet count
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history, nausea, vomiting +  indigestion,"Peptic ulcer diseae, Drug Reaction, GERD",Breathlessness
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history, nausea, skin_rash +  high_fever,"Impetigo, Cervical spondylosis, Pneumonia",Travel history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history, nausea, headache +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Acne, Hepatitis D",Chest pain pattern
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, nausea, vomiting +  sunken_eyes,"Gastroenteritis, hepatitis A, Common Cold",PCR confirmation
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, joint_pain +  vomiting,"Hepatitis D, Paralysis (brain hemorrhage), (vertigo) Paroymsal  Positional Vertigo",Travel history
