disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Metabolic Gastro Inflammation 870,Metabolic Gastro Inflammation 870 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Rare,Lifestyle
Acute Dermatologic Inflammation 871,Acute Dermatologic Inflammation 871 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Common,Diagnostics
Chronic Dermatologic Inflammation 872,Chronic Dermatologic Inflammation 872 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Uncommon,Specialist Referral
Autoimmune Dermatologic Inflammation 873,Autoimmune Dermatologic Inflammation 873 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Rare,Medication
Idiopathic Dermatologic Inflammation 874,Idiopathic Dermatologic Inflammation 874 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Common,Lifestyle
Primary Dermatologic Inflammation 875,Primary Dermatologic Inflammation 875 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Uncommon,Diagnostics
Secondary Dermatologic Inflammation 876,Secondary Dermatologic Inflammation 876 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Rare,Specialist Referral
Progressive Dermatologic Inflammation 877,Progressive Dermatologic Inflammation 877 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Common,Medication
Congenital Dermatologic Inflammation 878,Congenital Dermatologic Inflammation 878 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Uncommon,Lifestyle
Inflammatory Dermatologic Inflammation 879,Inflammatory Dermatologic Inflammation 879 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Rare,Diagnostics
Metabolic Dermatologic Inflammation 880,Metabolic Dermatologic Inflammation 880 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Common,Specialist Referral
Acute Hematologic Inflammation 881,Acute Hematologic Inflammation 881 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Uncommon,Medication
Chronic Hematologic Inflammation 882,Chronic Hematologic Inflammation 882 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Rare,Lifestyle
Autoimmune Hematologic Inflammation 883,Autoimmune Hematologic Inflammation 883 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Common,Diagnostics
Idiopathic Hematologic Inflammation 884,Idiopathic Hematologic Inflammation 884 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Uncommon,Specialist Referral
Primary Hematologic Inflammation 885,Primary Hematologic Inflammation 885 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Rare,Medication
Secondary Hematologic Inflammation 886,Secondary Hematologic Inflammation 886 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Common,Lifestyle
Progressive Hematologic Inflammation 887,Progressive Hematologic Inflammation 887 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Uncommon,Diagnostics
Congenital Hematologic Inflammation 888,Congenital Hematologic Inflammation 888 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Rare,Specialist Referral
Inflammatory Hematologic Inflammation 889,Inflammatory Hematologic Inflammation 889 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Common,Medication
Metabolic Hematologic Inflammation 890,Metabolic Hematologic Inflammation 890 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Uncommon,Lifestyle
Acute Musculoskeletal Inflammation 891,Acute Musculoskeletal Inflammation 891 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Rare,Diagnostics
Chronic Musculoskeletal Inflammation 892,Chronic Musculoskeletal Inflammation 892 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Common,Specialist Referral
Autoimmune Musculoskeletal Inflammation 893,Autoimmune Musculoskeletal Inflammation 893 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Uncommon,Medication
Idiopathic Musculoskeletal Inflammation 894,Idiopathic Musculoskeletal Inflammation 894 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Rare,Lifestyle
Primary Musculoskeletal Inflammation 895,Primary Musculoskeletal Inflammation 895 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Common,Diagnostics
Secondary Musculoskeletal Inflammation 896,Secondary Musculoskeletal Inflammation 896 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Uncommon,Specialist Referral
Progressive Musculoskeletal Inflammation 897,Progressive Musculoskeletal Inflammation 897 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Rare,Medication
Congenital Musculoskeletal Inflammation 898,Congenital Musculoskeletal Inflammation 898 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Common,Lifestyle
Inflammatory Musculoskeletal Inflammation 899,Inflammatory Musculoskeletal Inflammation 899 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Uncommon,Diagnostics
Metabolic Musculoskeletal Inflammation 900,Metabolic Musculoskeletal Inflammation 900 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Rare,Specialist Referral
Acute Respiratory Degeneration 901,Acute Respiratory Degeneration 901 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Common,Medication
Chronic Respiratory Degeneration 902,Chronic Respiratory Degeneration 902 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Uncommon,Lifestyle
Autoimmune Respiratory Degeneration 903,Autoimmune Respiratory Degeneration 903 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Rare,Diagnostics
