disease,category,severity,text_chunk,chunk_length
Secondary Musculoskeletal Inflammation 896,Autoimmune,Critical,"Disease: Secondary Musculoskeletal Inflammation 896
Description: Secondary Musculoskeletal Inflammation 896 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",414
Progressive Musculoskeletal Inflammation 897,Infectious,Low,"Disease: Progressive Musculoskeletal Inflammation 897
Description: Progressive Musculoskeletal Inflammation 897 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",396
Congenital Musculoskeletal Inflammation 898,Cardiovascular,Moderate,"Disease: Congenital Musculoskeletal Inflammation 898
Description: Congenital Musculoskeletal Inflammation 898 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",422
Inflammatory Musculoskeletal Inflammation 899,Neurology,High,"Disease: Inflammatory Musculoskeletal Inflammation 899
Description: Inflammatory Musculoskeletal Inflammation 899 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",420
Metabolic Musculoskeletal Inflammation 900,Endocrine,Critical,"Disease: Metabolic Musculoskeletal Inflammation 900
Description: Metabolic Musculoskeletal Inflammation 900 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",414
Acute Respiratory Degeneration 901,Respiratory,Low,"Disease: Acute Respiratory Degeneration 901
Description: Acute Respiratory Degeneration 901 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",382
Chronic Respiratory Degeneration 902,Gi,Moderate,"Disease: Chronic Respiratory Degeneration 902
Description: Chronic Respiratory Degeneration 902 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",389
Autoimmune Respiratory Degeneration 903,Renal,High,"Disease: Autoimmune Respiratory Degeneration 903
Description: Autoimmune Respiratory Degeneration 903 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",409
Idiopathic Respiratory Degeneration 904,Autoimmune,Critical,"Disease: Idiopathic Respiratory Degeneration 904
Description: Idiopathic Respiratory Degeneration 904 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",408
Primary Respiratory Degeneration 905,Infectious,Low,"Disease: Primary Respiratory Degeneration 905
Description: Primary Respiratory Degeneration 905 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",391
Secondary Respiratory Degeneration 906,Cardiovascular,Moderate,"Disease: Secondary Respiratory Degeneration 906
Description: Secondary Respiratory Degeneration 906 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",401
Progressive Respiratory Degeneration 907,Neurology,High,"Disease: Progressive Respiratory Degeneration 907
Description: Progressive Respiratory Degeneration 907 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",408
Congenital Respiratory Degeneration 908,Endocrine,Critical,"Disease: Congenital Respiratory Degeneration 908
Description: Congenital Respiratory Degeneration 908 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",412
Inflammatory Respiratory Degeneration 909,Respiratory,Low,"Disease: Inflammatory Respiratory Degeneration 909
Description: Inflammatory Respiratory Degeneration 909 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",396
Metabolic Respiratory Degeneration 910,Gi,Moderate,"Disease: Metabolic Respiratory Degeneration 910
Description: Metabolic Respiratory Degeneration 910 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",398
Acute Cardiac Degeneration 911,Renal,High,"Disease: Acute Cardiac Degeneration 911
Description: Acute Cardiac Degeneration 911 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",386
Chronic Cardiac Degeneration 912,Autoimmune,Critical,"Disease: Chronic Cardiac Degeneration 912
Description: Chronic Cardiac Degeneration 912 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",392
Autoimmune Cardiac Degeneration 913,Infectious,Low,"Disease: Autoimmune Cardiac Degeneration 913
Description: Autoimmune Cardiac Degeneration 913 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",387
Idiopathic Cardiac Degeneration 914,Cardiovascular,Moderate,"Disease: Idiopathic Cardiac Degeneration 914
Description: Idiopathic Cardiac Degeneration 914 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",401
Primary Cardiac Degeneration 915,Neurology,High,"Disease: Primary Cardiac Degeneration 915
Description: Primary Cardiac Degeneration 915 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",397
Secondary Cardiac Degeneration 916,Endocrine,Critical,"Disease: Secondary Cardiac Degeneration 916
Description: Secondary Cardiac Degeneration 916 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",391
Progressive Cardiac Degeneration 917,Respiratory,Low,"Disease: Progressive Cardiac Degeneration 917
Description: Progressive Cardiac Degeneration 917 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",390
Congenital Cardiac Degeneration 918,Gi,Moderate,"Disease: Congenital Cardiac Degeneration 918
Description: Congenital Cardiac Degeneration 918 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",390
Inflammatory Cardiac Degeneration 919,Renal,High,"Disease: Inflammatory Cardiac Degeneration 919
Description: Inflammatory Cardiac Degeneration 919 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",400
Metabolic Cardiac Degeneration 920,Autoimmune,Critical,"Disease: Metabolic Cardiac Degeneration 920
Description: Metabolic Cardiac Degeneration 920 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",407
Acute Neurological Degeneration 921,Infectious,Low,"Disease: Acute Neurological Degeneration 921
Description: Acute Neurological Degeneration 921 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",376
